
 occurs 35772 times.
getBooleanAttributeValues occurs 1 times.
getBooleanFromCursor occurs 3 times.
getBorderColor occurs 2 times.
getBottom occurs 3 times.
getBounds occurs 3 times.
getBranches occurs 1 times.
getBuildInfo occurs 1 times.
getBytes occurs 2 times.
getCache occurs 1 times.
getCachedArtwork occurs 2 times.
getCachedBitmap occurs 3 times.
getCallback occurs 7 times.
getCallingActivity occurs 1 times.
getCamera occurs 2 times.
getCapabilities occurs 3 times.
getCapabilitiesString occurs 1 times.
getCardId occurs 3 times.
getCause occurs 1 times.
getChar occurs 1 times.
getCharacter occurs 1 times.
getCharsetFromAddress occurs 1 times.
getCharsetFromContent occurs 1 times.
getCharsetFromContentTypeString occurs 1 times.
getCheckMailListener occurs 1 times.
getCheckedItems occurs 1 times.
getCheckedMessages occurs 6 times.
getCheckmarkChip occurs 1 times.
getChild occurs 2 times.
getChildAnimations occurs 2 times.
getChildAt occurs 88 times.
getChildCount occurs 45 times.
getChildFragmentManager occurs 3 times.
getChildHeight occurs 4 times.
getChildIndex occurs 3 times.
getChildMeasureSpec occurs 2 times.
getChildTagList occurs 2 times.
getChildTags occurs 2 times.
getChildText occurs 1 times.
getChildWidth occurs 4 times.
getChildren occurs 7 times.
getChildrenCursor occurs 2 times.
getChipColor occurs 1 times.
getChosenApplication occurs 1 times.
getChosenAttribute occurs 1 times.
getChosenEvent occurs 1 times.
getChosenModelAction occurs 1 times.
getChosenModelFilter occurs 1 times.
getChosenRuleAction occurs 1 times.
getChosenRuleActionDataOld occurs 1 times.
getChosenRuleFilter occurs 1 times.
getChosenRuleFilterDataOld occurs 1 times.
getCircularProgressBar occurs 6 times.
getClass occurs 6 times.
getCleanFile occurs 1 times.
getClipPadding occurs 1 times.
getCode occurs 2 times.
getColor occurs 6 times.
getColumnCount occurs 4 times.
getColumnIndex occurs 6 times.
getColumnIndexOrThrow occurs 5 times.
getColumnName occurs 5 times.
getColumnNameForFlag occurs 2 times.
getColumnNames occurs 4 times.
getColumnString occurs 14 times.
getCombinedPrefix occurs 5 times.
getCommentedContent occurs 3 times.
getComparator occurs 1 times.
getComposedMessageLength occurs 1 times.
getComposedMessageOffset occurs 1 times.
getCondition occurs 1 times.
getConditions occurs 2 times.
getConfiguredNetworks occurs 1 times.
getConnection occurs 6 times.
getConnectionSecurity occurs 2 times.
getContactByAddress occurs 5 times.
getContactNameColor occurs 1 times.
getContactPictureRetrievalTask occurs 4 times.
getContainerPart occurs 1 times.
getContent occurs 5 times.
getContentDescription occurs 10 times.
getContentDisposition occurs 1 times.
getContentElement occurs 1 times.
getContentHeight occurs 2 times.
getContentId occurs 3 times.
getContentResolver occurs 16 times.
getContentSize occurs 1 times.
getContentType occurs 8 times.
getContentUri occurs 2 times.
getContext occurs 97 times.
getContinueAfterTags occurs 1 times.
getContribFeatureLabelsAsFormattedList occurs 1 times.
getCopyTags occurs 1 times.
getCorrection occurs 1 times.
getCount occurs 83 times.
getCpuInfo occurs 2 times.
getCryptoApp occurs 1 times.
getCryptoAutoSignature occurs 1 times.
getCryptoProvider occurs 1 times.
getCurrency occurs 1 times.
getCurrencyCodes occurs 1 times.
getCurrencyDescs occurs 1 times.
getCurrencyPattern occurs 2 times.
getCurrentAlbumId occurs 1 times.
getCurrentAnimationsCount occurs 2 times.
getCurrentArtistId occurs 1 times.
getCurrentAudioId occurs 1 times.
getCurrentBalance occurs 2 times.
getCurrentChar occurs 1 times.
getCurrentDrawable occurs 2 times.
getCurrentMediaPlayer occurs 1 times.
getCurrentMode occurs 2 times.
getCurrentPage occurs 1 times.
getCurrentPlayTime occurs 2 times.
getCurrentValue occurs 2 times.
getCurrentVersionCode occurs 1 times.
getCurrentVersionName occurs 1 times.
getCursor occurs 9 times.
getCursorForId occurs 3 times.
getCustomNavigationView occurs 2 times.
getCustomView occurs 23 times.
getData occurs 12 times.
getDataFilterID occurs 3 times.
getDataFromCursor occurs 3 times.
getDataModel occurs 7 times.
getDataSet occurs 1 times.
getDataType occurs 3 times.
getDataTypeDbID occurs 2 times.
getDataTypeID occurs 1 times.
getDatabase occurs 11 times.
getDatabaseId occurs 3 times.
getDatas occurs 1 times.
getDatatype occurs 2 times.
getDatatypeLookup occurs 1 times.
getDate occurs 14 times.
getDateInstance occurs 1 times.
getDateNames occurs 2 times.
getDatePattern occurs 3 times.
getDateToString occurs 2 times.
getDayOfWeek occurs 1 times.
getDecimalNCR occurs 1 times.
getDecoratedHint occurs 2 times.
getDecryptedData occurs 1 times.
getDefault occurs 3 times.
getDefaultAccount occurs 1 times.
getDefaultAccountName occurs 2 times.
getDefaultActivity occurs 4 times.
getDefaultArtwork occurs 4 times.
getDefaultDecimalSeparator occurs 1 times.
getDefaultDrawableResId occurs 3 times.
getDefaultLanguage occurs 2 times.
getDefaultProviderId occurs 1 times.
getDefaultSharedPreferences occurs 8 times.
getDefaultSize occurs 2 times.
getDefaultThemeColor occurs 1 times.
getDefaultValue occurs 4 times.
getDelayTime occurs 2 times.
getDeleteAllMessagesIntent occurs 1 times.
getDeletePolicy occurs 1 times.
getDescription occurs 20 times.
getDescriptionShort occurs 4 times.
getDestTag occurs 1 times.
getDialog occurs 10 times.
getDialogId occurs 1 times.
getDialogTag occurs 4 times.
getDirectory occurs 1 times.
getDirtyFile occurs 1 times.
getDiskCacheDir occurs 2 times.
getDisplayClass occurs 4 times.
getDisplayCount occurs 1 times.
getDisplayLabel occurs 1 times.
getDisplayName occurs 4 times.
getDisplayOptions occurs 8 times.
getDisposition occurs 3 times.
getDistance occurs 1 times.
getDivider occurs 1 times.
getDividerHeight occurs 5 times.
getDividerPadding occurs 2 times.
getDividerWidth occurs 2 times.
getDocType occurs 2 times.
getDouble occurs 4 times.
getDraftsFolderName occurs 1 times.
getDragInitMode occurs 1 times.
getDrawable occurs 7 times.
getDrawableFromResourceValue occurs 6 times.
getDrawableRotationAngle occurs 1 times.
getDrawableShape occurs 2 times.
getDrawableState occurs 2 times.
getDrawingOffset occurs 1 times.
getDrawingTime occurs 2 times.
getDropDownView occurs 5 times.
getDropdownAdapter occurs 2 times.
getDropdownSelectedPosition occurs 2 times.
getDuration occurs 10 times.
getEarliestPollDate occurs 1 times.
getEditor occurs 2 times.
getElapsed occurs 1 times.
getElement occurs 1 times.
getElementList occurs 6 times.
getElementListByAttValue occurs 1 times.
getElementListByName occurs 1 times.
getElementListHavingAttribute occurs 1 times.
getElements occurs 5 times.
getElementsByAttValue occurs 1 times.
getElementsByName occurs 4 times.
getElementsHavingAttribute occurs 1 times.
getEmail occurs 7 times.
getEmojiForCodePoint occurs 2 times.
getEmphasizedSpan occurs 1 times.
getEmptyThreadParent occurs 3 times.
getEmptyView occurs 2 times.
getEncryptedData occurs 1 times.
getEncryptionKeys occurs 1 times.
getEndHour occurs 1 times.
getEndMinute occurs 1 times.
getEndTimeString occurs 1 times.
getEntity occurs 1 times.
getErrorCode occurs 2 times.
getErrorFolderName occurs 1 times.
getErrorMessage occurs 1 times.
getErrorString occurs 1 times.
getEscapedValue occurs 1 times.
getEvent occurs 1 times.
getEventLog occurs 2 times.
getEventLogCursor occurs 1 times.
getEventLogs occurs 1 times.
getEventLogsCursor occurs 1 times.
getEventName occurs 2 times.
getExecutionMethod occurs 1 times.
getExistingAccountNumbers occurs 2 times.
getExpandedItem occurs 2 times.
getExpungePolicy occurs 1 times.
getExtensionByMimeType occurs 1 times.
getExternalCacheDir occurs 2 times.
getExternalCharset occurs 2 times.
getExtra occurs 4 times.
getExtras occurs 2 times.
getFactoryBuilder occurs 1 times.
getFadeDelay occurs 1 times.
getFadeLength occurs 1 times.
getFades occurs 1 times.
getFailedActionIds occurs 2 times.
getFatalTag occurs 1 times.
getFeatures occurs 2 times.
getField occurs 17 times.
getFile occurs 4 times.
getFileFilter occurs 3 times.
getFilePath occurs 1 times.
getFillColor occurs 1 times.
getFilter occurs 7 times.
getFilterBranches occurs 1 times.
getFilterFromString occurs 11 times.
getFilterLookup occurs 1 times.
getFilterMode occurs 2 times.
getFilterTouchEvents occurs 2 times.
getFiltersForAttribute occurs 1 times.
getFirstActionPosition occurs 4 times.
getFirstDayOfWeek occurs 2 times.
getFirstHeader occurs 9 times.
getFirstInAnimation occurs 1 times.
getFirstVisiblePosition occurs 11 times.
getFlag occurs 3 times.
getFlaggedMessageCount occurs 5 times.
getFlags occurs 1 times.
getFloat occurs 5 times.
getFloatAlpha occurs 1 times.
getFloatValue occurs 6 times.
getFlushMode occurs 2 times.
getFocusedItem occurs 2 times.
getFolder occurs 19 times.
getFolderById occurs 4 times.
getFolderCompleted occurs 1 times.
getFolderCount occurs 2 times.
getFolderDisplayMode occurs 2 times.
getFolderId occurs 2 times.
getFolderIndex occurs 3 times.
getFolderListXml occurs 1 times.
getFolderName occurs 9 times.
getFolderNameById occurs 2 times.
getFolderNames occurs 1 times.
getFolderPushMode occurs 1 times.
getFolderSettings occurs 1 times.
getFolderStatus occurs 1 times.
getFolderSyncMode occurs 1 times.
getFolderTargetMode occurs 1 times.
getFolderTotal occurs 1 times.
getFolderUnreadMessageCount occurs 1 times.
getFoldersAndUids occurs 1 times.
getFontSizes occurs 1 times.
getFooterColor occurs 1 times.
getFooterIndicatorHeight occurs 1 times.
getFooterIndicatorPadding occurs 1 times.
getFooterIndicatorStyle occurs 1 times.
getFooterInsertionPoint occurs 1 times.
getFooterLayout occurs 3 times.
getFooterLineHeight occurs 1 times.
getFooterSize occurs 3 times.
getFooterView occurs 1 times.
getFooterViewsCount occurs 3 times.
getForeignKeyActionId occurs 1 times.
getForeignKeyEventId occurs 1 times.
getFraction occurs 2 times.
getFragment occurs 1 times.
getFragmentClass occurs 1 times.
getFragmentLayoutInflater occurs 1 times.
getFragmentManager occurs 9 times.
getFrameDelay occurs 2 times.
getFrom occurs 2 times.
getFullLog occurs 1 times.
getFullLogDialog occurs 2 times.
getGapWidth occurs 1 times.
getGeneralLog occurs 2 times.
getGeneralLogs occurs 1 times.
getGlobalSettings occurs 1 times.
getGroupId occurs 8 times.
getHasAnyFilters occurs 1 times.
getHasExported occurs 1 times.
getHeader occurs 8 times.
getHeaderIcon occurs 2 times.
getHeaderLayout occurs 3 times.
getHeaderList occurs 1 times.
getHeaderNames occurs 4 times.
getHeaderParameter occurs 2 times.
getHeaderPhoto occurs 1 times.
getHeaderSize occurs 2 times.
getHeaderTitle occurs 2 times.
getHeaderView occurs 4 times.
getHeaderViewsCount occurs 9 times.
getHeight occurs 42 times.
getHexNCR occurs 1 times.
getHigherTags occurs 1 times.
getHighestUid occurs 2 times.
getHintText occurs 6 times.
getHistoryMaxSize occurs 2 times.
getHistorySize occurs 4 times.
getHorizontalProgressBar occurs 4 times.
getHorizontalScrollbarHeight occurs 1 times.
getHost occurs 2 times.
getHostup occurs 1 times.
getHour occurs 2 times.
getHrefs occurs 1 times.
getHtml occurs 1 times.
getHttpClient occurs 9 times.
getHttpErrorCode occurs 1 times.
getHttpHeaders occurs 2 times.
getHyphenReplacementInComment occurs 1 times.
getID occurs 3 times.
getIcon occurs 16 times.
getIconResId occurs 2 times.
getIconfromSignal occurs 4 times.
getId occurs 24 times.
getIdForAlbum occurs 1 times.
getIdForArtist occurs 1 times.
getIdForPlaylist occurs 2 times.
getIdentities occurs 1 times.
getIdentity occurs 1 times.
getIdentityDescription occurs 1 times.
getIdentitySettings occurs 1 times.
getIdleRefreshMinutes occurs 1 times.
getIdleState occurs 1 times.
getImageFetcher occurs 2 times.
getImageURL occurs 1 times.
getImages occurs 3 times.
getImapRangeValues occurs 1 times.
getImapSequenceValues occurs 1 times.
getImeOptions occurs 2 times.
getImportStreamContents occurs 1 times.
getInboundOffHookState occurs 1 times.
getInboxFolderName occurs 1 times.
getIndent occurs 6 times.
getIndentedText occurs 6 times.
getIndeterminateDrawable occurs 2 times.
getIndex occurs 1 times.
getInflater occurs 8 times.
getInfo occurs 6 times.
getInnerHtml occurs 1 times.
getInputAdapter occurs 1 times.
getInputStream occurs 9 times.
getInputStreamFromConnection occurs 2 times.
getInputType occurs 2 times.
getInsertionPoint occurs 2 times.
getInstance occurs 25 times.
getInstanceFromDb occurs 5 times.
getInstanceFromTemplate occurs 1 times.
getInt occurs 6 times.
getIntCode occurs 1 times.
getIntFromCursor occurs 1 times.
getIntValue occurs 8 times.
getIntegerFields occurs 1 times.
getIntent occurs 99 times.
getIntentData occurs 2 times.
getInternalDate occurs 2 times.
getInterpolator occurs 6 times.
getIsDayLightSavingsTime occurs 2 times.
getIsEnabled occurs 1 times.
getIsLastChild occurs 2 times.
getIsOnWifi occurs 1 times.
getIsSupplicantConnected occurs 1 times.
getItem occurs 77 times.
getItemAtPosition occurs 6 times.
getItemData occurs 6 times.
getItemFactory occurs 2 times.
getItemHeights occurs 12 times.
getItemId occurs 37 times.
getItemIdAtPosition occurs 6 times.
getItemPosition occurs 1 times.
getItemPositionByAlbum occurs 2 times.
getItemPositionByArtist occurs 2 times.
getItemPositionBySong occurs 4 times.
getItemView occurs 12 times.
getItemViewType occurs 14 times.
getItems occurs 3 times.
getItemsToMove occurs 1 times.
getJDomOutput occurs 9 times.
getJisVariantFromAddress occurs 4 times.
getJisVariantFromFromHeaders occurs 2 times.
getJisVariantFromMailerHeaders occurs 2 times.
getJisVariantFromMessage occurs 2 times.
getJisVariantFromReceivedHeaders occurs 2 times.
getKey occurs 2 times.
getKeyAppropriateConfig occurs 2 times.
getKeyDispatcherState occurs 4 times.
getKeyIndex occurs 1 times.
getKeyStore occurs 1 times.
getKeyedDate occurs 1 times.
getKeyedList occurs 1 times.
getKeyedNumber occurs 1 times.
getKeyedString occurs 1 times.
getKeyedValue occurs 1 times.
getKnownAPArray occurs 2 times.
getKnownAPsBySignal occurs 2 times.
getLabel occurs 2 times.
getLanguage occurs 3 times.
getLanguages occurs 2 times.
getLastAlbumForArtist occurs 1 times.
getLastAutomaticCheckTime occurs 1 times.
getLastCertChain occurs 1 times.
getLastChecked occurs 1 times.
getLastException occurs 1 times.
getLastLocation occurs 1 times.
getLastNonConfigurationInstance occurs 2 times.
getLastPush occurs 2 times.
getLastRefresh occurs 2 times.
getLastSelectedFolderName occurs 1 times.
getLastTagPos occurs 1 times.
getLastUid occurs 1 times.
getLastUpdate occurs 1 times.
getLastVersionCode occurs 1 times.
getLastVisiblePosition occurs 9 times.
getLatestOldMessageSeenTime occurs 1 times.
getLatitude occurs 1 times.
getLayout occurs 2 times.
getLayoutInflater occurs 13 times.
getLayoutParams occurs 5 times.
getLeafSet occurs 5 times.
getLedColor occurs 1 times.
getLeft occurs 7 times.
getLeftOffset occurs 2 times.
getLengths occurs 1 times.
getLetter occurs 4 times.
getLevel occurs 1 times.
getLinePosition occurs 1 times.
getLineWidth occurs 1 times.
getLinkSpeed occurs 1 times.
getList occurs 1 times.
getListItem occurs 4 times.
getListPaddingLeft occurs 3 times.
getListPaddingRight occurs 2 times.
getListPopupWindow occurs 12 times.
getListSize occurs 4 times.
getListView occurs 22 times.
getListener occurs 4 times.
getListeners occurs 81 times.
getLoaderManager occurs 50 times.
